variable,type,value,unit,low,high,role,stage,active,source,descriptor__<r^2>,descriptor__<r^2>-atom0,descriptor__<r^2>-atom1,descriptor__A,descriptor__AN,descriptor__B,descriptor__Bond_dipole_bond0,descriptor__Chem_potential,descriptor__Cond_Fukui+_atom0,descriptor__Cond_Fukui+_atom1,descriptor__Cond_Fukui-_atom0,descriptor__Cond_Fukui-_atom1,descriptor__Cond_Fukui0_atom0,descriptor__Cond_Fukui0_atom1,descriptor__Cond_dual_desc_atom0,descriptor__Cond_dual_desc_atom1,descriptor__Cond_electro_idx_atom0,descriptor__Cond_electro_idx_atom1,descriptor__Cond_nucleo_idx_atom0,descriptor__Cond_nucleo_idx_atom1,descriptor__Cond_softness+_atom0,descriptor__Cond_softness+_atom1,descriptor__Cond_softness-_atom0,descriptor__Cond_softness-_atom1,descriptor__Cond_softness0_atom0,descriptor__Cond_softness0_atom1,descriptor__DI,descriptor__DN,descriptor__ES,descriptor__ET,descriptor__E_ox_potential,descriptor__E_red_potential,descriptor__Elec_hardness,descriptor__Elec_softness,descriptor__Electro_idx,descriptor__Fuzzy_bond_order_bond0,descriptor__HOMO_LUMO_energy_gap,descriptor__HOMO_ODI,descriptor__HOMO_ODI-atom0,descriptor__HOMO_ODI-atom1,descriptor__HOMO_energy,descriptor__Hirshfeld_atom0,descriptor__Hirshfeld_atom1,descriptor__LUMO_ODI,descriptor__LUMO_ODI-atom0,descriptor__LUMO_ODI-atom1,descriptor__LUMO_energy,descriptor__Laplacian_bond_order_bond0,descriptor__MPI,descriptor__Mayer_bond_order_bond0,descriptor__Molecular_ES_radius_max,descriptor__Molecular_ES_radius_min,descriptor__Molecular_all_surface_area,descriptor__Molecular_height,descriptor__Molecular_length,descriptor__Molecular_sphericity,descriptor__Molecular_volumn,descriptor__Molecular_widht,descriptor__Mulliken_Chi,descriptor__Mulliken_bond_order_bond0,descriptor__Nucleo_idx,descriptor__Relative_electro_idx_atom0,descriptor__Relative_electro_idx_atom1,descriptor__Relative_nucleo_idx_atom0,descriptor__Relative_nucleo_idx_atom1,descriptor__SA,descriptor__SB,descriptor__SPP,descriptor__VEA,descriptor__VIP,descriptor__Wiberg_bond_order_bond0,descriptor__area_nSurface,descriptor__area_pSurface,descriptor__aver_ALIE,descriptor__aver_ESP_atom0,descriptor__aver_ESP_atom1,descriptor__aver_LEA,descriptor__aver_LEAE,descriptor__aver_nESP,descriptor__aver_oESP,descriptor__aver_pESP,descriptor__bond_0,descriptor__char_balance,descriptor__charge_ADCH-atom0,descriptor__charge_ADCH-atom1,descriptor__charge_Becke-atom0,descriptor__charge_Becke-atom1,descriptor__charge_CHELPG-ESP-atom0,descriptor__charge_CHELPG-ESP-atom1,descriptor__charge_CM5-atom0,descriptor__charge_CM5-atom1,descriptor__charge_Hirshfeld-atom0,descriptor__charge_Hirshfeld-atom1,descriptor__charge_MK-ESP-atom0,descriptor__charge_MK-ESP-atom1,descriptor__charge_Modified_Mulliken_by_Bickelhaupt-atom0,descriptor__charge_Modified_Mulliken_by_Bickelhaupt-atom1,descriptor__charge_Mulliken-atom0,descriptor__charge_Mulliken-atom1,descriptor__charge_RESP-atom0,descriptor__charge_RESP-atom1,descriptor__charge_SCPA-atom0,descriptor__charge_SCPA-atom1,descriptor__dipole,descriptor__dipole-atom0,descriptor__dipole-atom1,descriptor__energy_index-atom0,descriptor__energy_index-atom1,descriptor__f(n2),descriptor__icp_atom0,descriptor__icp_atom1,descriptor__lattice_energy,descriptor__max_ESP,descriptor__max_ESP_atom0,descriptor__max_ESP_atom1,descriptor__min_ESP,descriptor__min_ESP_atom0,descriptor__min_ESP_atom1,descriptor__nD,descriptor__nu_atom0,descriptor__nu_atom1,descriptor__oxidation_state_LOBA-atom0,descriptor__oxidation_state_LOBA-atom1,descriptor__r+_in_crystal,descriptor__r+_thermo,descriptor__r-_thermo,descriptor__total_ESP-atom0,descriptor__total_ESP-atom1,descriptor__vari_ALIE,descriptor__vari_ESP_atom0,descriptor__vari_ESP_atom1,descriptor__vari_LEA,descriptor__vari_LEAE,descriptor__vari_n_ESP,descriptor__vari_o_ESP,descriptor__vari_p_ESP,descriptor__z+,descriptor__z-,descriptor__z/r_+,descriptor__z/r_-,descriptor__α,descriptor__β,descriptor__δ,descriptor__δd,descriptor__δh,descriptor__δp,descriptor__ε0,descriptor__π*
Additive,categorical,Ni(NO3)2_6H2O,,,,,A,true,collaborator:additive_desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2287.420423,,,,,,,,,,,,69,78,200,,,,,,,,,,,2,1,39,200,,,,,,,,
Additive,categorical,NiSO4,,,,,A,true,collaborator:additive_desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2889.107012,,,,,,,,,,,,69,78,218,,,,,,,,,,,2,2,39,109,,,,,,,,
Additive,categorical,RbCl,,,,,A,true,collaborator:additive_desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,680.3232195,,,,,,,,,,,,161,149,168,,,,,,,,,,,1,1,149,168,,,,,,,,
Additive,categorical,RbBr,,,,,A,true,collaborator:additive_desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,641.2143995,,,,,,,,,,,,161,149,190,,,,,,,,,,,1,1,149,190,,,,,,,,
Additive,categorical,RbI,,,,,A,true,collaborator:additive_desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,607.8009259,,,,,,,,,,,,161,149,211,,,,,,,,,,,1,1,149,211,,,,,,,,
Additive,categorical,RbBO2,,,,,A,true,collaborator:additive_desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,686.0217453,,,,,,,,,,,,161,149,165,,,,,,,,,,,1,1,149,165,,,,,,,,
Additive,categorical,RbBF4,,,,,A,true,collaborator:additive_desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,616.9922436,,,,,,,,,,,,161,149,205,,,,,,,,,,,1,1,149,205,,,,,,,,
Additive,categorical,Rb2CO3,,,,,A,true,collaborator:additive_desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,642.895907,,,,,,,,,,,,161,149,189,,,,,,,,,,,1,1,149,189,,,,,,,,
Additive,categorical,RbNO3,,,,,A,true,collaborator:additive_desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,624.8635069,,,,,,,,,,,,161,149,200,,,,,,,,,,,1,1,149,200,,,,,,,,
Additive,categorical,Rb2SO4,,,,,A,true,collaborator:additive_desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1792.239901,,,,,,,,,,,,161,149,218,,,,,,,,,,,1,2,149,109,,,,,,,,
Additive,categorical,SbCl3,,,,,A,true,collaborator:additive_desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4875.338021,,,,,,,,,,,,76,90,168,,,,,,,,,,,3,1,30,168,,,,,,,,
Additive,categorical,Sb(OAc)3,,,,,A,true,collaborator:additive_desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4491.59393,,,,,,,,,,,,76,90,194,,,,,,,,,,,3,1,30,194,,,,,,,,
Additive,categorical,Sb2(SO4)3,,,,,A,true,collaborator:additive_desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10465.56122,,,,,,,,,,,,76,90,218,,,,,,,,,,,3,2,30,109,,,,,,,,
Additive,categorical,ScF3,,,,,A,true,collaborator:additive_desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5800.554017,,,,,,,,,,,,75,83,126,,,,,,,,,,,3,1,27.66666667,126,,,,,,,,
Additive,categorical,ScCl3,,,,,A,true,collaborator:additive_desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4989.730322,,,,,,,,,,,,75,83,168,,,,,,,,,,,3,1,27.66666667,168,,,,,,,,
Additive,categorical,Sc2(CO3)3_H2O,,,,,A,true,collaborator:additive_desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11652.85737,,,,,,,,,,,,75,83,189,,,,,,,,,,,3,2,27.66666667,94.5,,,,,,,,
Additive,categorical,Sc2(SO4)3_8H2O,,,,,A,true,collaborator:additive_desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10677.53115,,,,,,,,,,,,75,83,218,,,,,,,,,,,3,2,27.66666667,109,,,,,,,,
Additive,categorical,Sc(NO3)3_xH2O,,,,,A,true,collaborator:additive_desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4505.262895,,,,,,,,,,,,75,83,200,,,,,,,,,,,3,1,27.66666667,200,,,,,,,,
Additive,categorical,Sc(OTf)3,,,,,A,true,collaborator:additive_desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4127.652625,,,,,,,,,,,,75,83,230,,,,,,,,,,,3,1,27.66666667,230,,,,,,,,
Additive,categorical,SnCl2,,,,,A,true,collaborator:additive_desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2572.31405,,,,,,,,,,,,69,74,168,,,,,,,,,,,2,1,37,168,,,,,,,,
Additive,categorical,SnCl4,,,,,A,true,collaborator:additive_desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8574.380165,,,,,,,,,,,,69,74,168,,,,,,,,,,,4,1,18.5,168,,,,,,,,
Additive,categorical,SrF2,,,,,A,true,collaborator:additive_desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2478.26087,,,,,,,,,,,,126,127,126,,,,,,,,,,,2,1,63.5,126,,,,,,,,
Additive,categorical,SrCl2,,,,,A,true,collaborator:additive_desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2173.203103,,,,,,,,,,,,126,127,168,,,,,,,,,,,2,1,63.5,168,,,,,,,,
Additive,categorical,SrBr2,,,,,A,true,collaborator:additive_desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2040.969658,,,,,,,,,,,,126,127,190,,,,,,,,,,,2,1,63.5,190,,,,,,,,
Additive,categorical,SrCO3,,,,,A,true,collaborator:additive_desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2728.849543,,,,,,,,,,,,126,127,189,,,,,,,,,,,2,2,63.5,94.5,,,,,,,,
Additive,categorical,Sr(NO3)2,,,,,A,true,collaborator:additive_desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1985.943944,,,,,,,,,,,,126,127,200,,,,,,,,,,,2,1,63.5,200,,,,,,,,
Additive,categorical,YF3,,,,,A,true,collaborator:additive_desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5327.92063,,,,,,,,,,,,90,106,126,,,,,,,,,,,3,1,35.33333333,126,,,,,,,,
Additive,categorical,YCl3,,,,,A,true,collaborator:additive_desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4632.026213,,,,,,,,,,,,90,106,168,,,,,,,,,,,3,1,35.33333333,168,,,,,,,,
Additive,categorical,Y(OTf)3,,,,,A,true,collaborator:additive_desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3877.710459,,,,,,,,,,,,90,106,230,,,,,,,,,,,3,1,35.33333333,230,,,,,,,,
Additive,categorical,Y(OAc)3,,,,,A,true,collaborator:additive_desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4283.4,,,,,,,,,,,,90,106,194,,,,,,,,,,,3,1,35.33333333,194,,,,,,,,
Additive,categorical,Y(NO3)3_6H2O,,,,,A,true,collaborator:additive_desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4210.111496,,,,,,,,,,,,90,106,200,,,,,,,,,,,3,1,35.33333333,200,,,,,,,,
Additive,categorical,Y2(SO4)3_8H2O,,,,,A,true,collaborator:additive_desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10010.71674,,,,,,,,,,,,90,106,218,,,,,,,,,,,3,2,35.33333333,109,,,,,,,,
Additive,categorical,ZnF2,,,,,A,true,collaborator:additive_desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2900.277008,,,,,,,,,,,,74,83,126,,,,,,,,,,,2,1,41.5,126,,,,,,,,
Additive,categorical,ZnCl2,,,,,A,true,collaborator:additive_desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2494.865161,,,,,,,,,,,,74,83,168,,,,,,,,,,,2,1,41.5,168,,,,,,,,
Additive,categorical,ZnBr2,,,,,A,true,collaborator:additive_desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2323.270136,,,,,,,,,,,,74,83,190,,,,,,,,,,,2,1,41.5,190,,,,,,,,
Additive,categorical,ZnCO3,,,,,A,true,collaborator:additive_desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3107.428633,,,,,,,,,,,,74,83,189,,,,,,,,,,,2,2,41.5,94.5,,,,,,,,
Additive,categorical,ZnSO4,,,,,A,true,collaborator:additive_desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2847.341641,,,,,,,,,,,,74,83,218,,,,,,,,,,,2,2,41.5,109,,,,,,,,
Additive,categorical,Zn(OAc)2_2H2O,,,,,A,true,collaborator:additive_desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2294.504034,,,,,,,,,,,,74,83,194,,,,,,,,,,,2,1,41.5,194,,,,,,,,
Solvent,categorical,DCE,,,,,A,true,collaborator:solvent_desc,,,,0.3,16.7,0.82,,,,,,,,,,,,,,,,,,,,,0.8,0,0.74,41.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.13,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21,,,,,,,,,,1.4438,,,,,,,,,,,,,,,,,,,,,,0,0.1,9.06,8.12,0.2,4.01,10.36,0.81
Solvent,categorical,dioxane,,,,,A,true,collaborator:solvent_desc,,,,0.19,10.3,0.67,,,,,,,,,,,,,,,,,,,,,0.77,14.3,0.36,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.44,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.203,,,,,,,,,,1.4224,,,,,,,,,,,,,,,,,,,,,,0,0.37,10.01,9.29,3.62,0.88,2.25,0.55
Solvent,categorical,tBuOH,,,,,A,true,collaborator:solvent_desc,,,,0.45,27.1,0.5,,,,,,,,,,,,,,,,,,,,,0.72,38,0.69,43.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,0.93,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.189,,,,,,,,,,1.3877,,,,,,,,,,,,,,,,,,,,,,0.42,0.93,10.62,7.4,7.2,2.5,10.9,0.41
Solvent,categorical,CH3CN,,,,,A,true,collaborator:solvent_desc,,,,0.37,18.9,0.86,,,,,,,,,,,,,,,,,,,,,0.67,14.1,0.84,45.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0.29,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.175,,,,,,,,,,1.3441,,,,,,,,,,,,,,,,,,,,,,0.19,0.4,11.93,7.48,2.98,8.8,38.8,0.75
Solvent,categorical,Benzene,,,,,A,true,collaborator:solvent_desc,,,,0.15,8.2,0.59,,,,,,,,,,,,,,,,,,,,,0.87,0.1,0.23,34.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.12,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.228,,,,,,,,,,1.5011,,,,,,,,,,,,,,,,,,,,,,0,0.1,9.05,9,0.98,0,2.28,0.59
Solvent,categorical,PhCl,,,,,A,true,collaborator:solvent_desc,,,,0.2,7.3,0.65,,,,,,,,,,,,,,,,,,,,,0.89,3.3,0.41,36.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.18,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.234,,,,,,,,,,1.525,,,,,,,,,,,,,,,,,,,,,,0,0.07,9.57,9.28,1,2.1,5.62,0.71
Solvent,categorical,CHCl3,,,,,A,true,collaborator:solvent_desc,,,,0.42,23.1,0.73,,,,,,,,,,,,,,,,,,,,,0.8,4,0.4,39.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0.07,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.211,,,,,,,,,,1.4458,,,,,,,,,,,,,,,,,,,,,,0.2,0.1,9.26,8.7,2.79,1.52,4.81,0.58
Solvent,categorical,Cyhex,,,,,A,true,collaborator:solvent_desc,,,,0.02,0,0.06,,,,,,,,,,,,,,,,,,,,,0.78,0,0,30.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.07,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.204,,,,,,,,,,1.4262,,,,,,,,,,,,,,,,,,,,,,0,0,8.21,8.21,0.1,0,1.88,0
Solvent,categorical,DCM,,,,,A,true,collaborator:solvent_desc,,,,0.33,20.4,0.8,,,,,,,,,,,,,,,,,,,,,0.78,1,0.6,40.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0.18,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.203,,,,,,,,,,1.4241,,,,,,,,,,,,,,,,,,,,,,0.13,0.1,9.88,8.9,2.98,3.08,8.93,0.82
Solvent,categorical,Et2O,,,,,A,true,collaborator:solvent_desc,,,,0.12,3.9,0.34,,,,,,,,,,,,,,,,,,,,,0.68,19.2,0.26,34.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.56,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.178,,,,,,,,,,1.3524,,,,,,,,,,,,,,,,,,,,,,0,0.47,7.65,7.09,2.49,1.42,4.33,0.27
Solvent,categorical,EtOH,,,,,A,true,collaborator:solvent_desc,,,,0.66,37.9,0.45,,,,,,,,,,,,,,,,,,,,,0.69,19.2,0.8,51.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,0.66,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.181,,,,,,,,,,1.3614,,,,,,,,,,,,,,,,,,,,,,0.86,0.75,12.97,7.73,9.48,4.3,24.5,0.54
Solvent,categorical,EtOAc,,,,,A,true,collaborator:solvent_desc,,,,0.21,9.3,0.59,,,,,,,,,,,,,,,,,,,,,0.71,17.1,0.51,38.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.54,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.185,,,,,,,,,,1.3724,,,,,,,,,,,,,,,,,,,,,,0,0.45,8.87,7.72,3.52,2.59,6.4,0.55
Solvent,categorical,MeOH,,,,,A,true,collaborator:solvent_desc,,,,0.75,41.5,0.5,,,,,,,,,,,,,,,,,,,,,0.64,19,0.84,55.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.61,0.55,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.169,,,,,,,,,,1.3284,,,,,,,,,,,,,,,,,,,,,,0.98,0.66,14.49,7.42,10.9,6.01,32.6,0.6
Solvent,categorical,DMSO,,,,,A,true,collaborator:solvent_desc,,,,0.34,19.3,1.08,,,,,,,,,,,,,,,,,,,,,0.84,29.8,1,45.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,0.65,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2209,,,,,,,,,,1.4793,,,,,,,,,,,,,,,,,,,,,,0,0.76,13.05,9,4.99,8.02,46.68,1
Solvent,categorical,DMF,,,,,A,true,collaborator:solvent_desc,,,,0.3,16,0.93,,,,,,,,,,,,,,,,,,,,,0.78,26.6,0.87,43.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.61,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.205,,,,,,,,,,1.4305,,,,,,,,,,,,,,,,,,,,,,0,0.69,12.16,8.51,5.52,6.7,36.71,0.88
Solvent,categorical,iPrOH,,,,,A,true,collaborator:solvent_desc,,,,0.59,33.5,0.44,,,,,,,,,,,,,,,,,,,,,0.71,21.1,0.77,49.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28,0.83,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.187,,,,,,,,,,1.3772,,,,,,,,,,,,,,,,,,,,,,0.76,0.84,11.52,7.72,8.02,2.98,19.92,0.48
Solvent,categorical,acetone,,,,,A,true,collaborator:solvent_desc,,,,0.25,12.5,0.81,,,,,,,,,,,,,,,,,,,,,0.69,17,0.78,42.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.48,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,,,,,,,,,,1.3586,,,,,,,,,,,,,,,,,,,,,,0.08,0.43,9.74,7.58,3.42,5.08,21.4,0.71
Solvent,categorical,Py,,,,,A,true,collaborator:solvent_desc,,,,0.24,14.2,0.96,,,,,,,,,,,,,,,,,,,,,0.88,33.1,0.67,40.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.58,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23,,,,,,,,,,1.5102,,,,,,,,,,,,,,,,,,,,,,0,0.64,10.63,9.29,2.88,4.3,12.5,0.87
